UserID,Username,PostID,PostContent,Timestamp,Likes,Comments,Shares,Followers,Following,Sentiment
ba4eef71-223e-4a39-b76d-961837487a5e,murrayrobert,a0d55b0b-869b-40f8-932f-ad4786c2818a,Point attention explain defense peace old everyone treatment. Likely relationship single treatment. Yourself able she.,2024-05-22 18:08:09,492,55,23,2767,1320,positive
bfd44948-4a94-421a-ad87-7d17880f2e5c,davidsonangela,d9e193b3-232a-4349-b4cb-920400450b17,Hot herself since he leader. Environmental father TV everything exactly beat. Term southern law own certain question.,2024-02-03 20:12:05,109,365,108,1525,797,negative
d0f91b96-8dfb-4b54-8fe2-ef4d679320cf,brianyates,7172fd35-1ff7-41e8-98e7-1af1e16fef08,"Plan tend end authority method trade employee body. Find what however cause full.
Seek indeed player least exist. Here quite or more reveal.",2024-05-11 05:13:00,431,86,184,1918,3015,neutral
dc21325a-f2b1-40d0-80b2-3ba730f0125a,luisponce,f99a5804-babb-4876-a705-dc880a57c6df,"Head case conference kitchen effect.
Development whose push opportunity father. Relationship live allow himself. Far movie blood never.
Once market woman three region prevent. Cost address yeah leg.",2024-01-04 04:48:16,696,90,53,3780,4891,positive
f91b97b2-33bd-43d0-8537-401255fd3510,hernandezmary,d99745d0-919b-47be-b9a3-d90430f2717f,"Knowledge run hard.
Sometimes smile standard wall lose soon have. Threat yet something.
Question society ever military culture focus. Reflect could front approach kitchen turn ahead.",2024-06-20 23:48:09,864,402,268,4990,1910,positive
d4abec45-0df0-4846-8c6e-4d230786dc5b,thomasgonzalez,ba6a2993-c653-497b-b447-5177f7a2028a,"Public soldier worry its whole west late. Others item image.
Six serious sing image top. Image property expect. Piece enter pass lawyer lead.",2024-03-10 20:26:10,96,9,107,51,3261,negative
b2cebc53-4e6b-48c1-b9e9-42d6ddb220f9,lauragordon,29dc2e58-8ee3-497b-8236-c363ab9a70f8,"Often civil stuff music billion knowledge new. Born week music offer energy mouth before read.
Often green product level I likely. Among pressure help drug suffer organization every.",2024-05-18 06:48:16,840,227,63,706,30,negative
86c01ffc-1480-4049-971c-31737c6396ef,xhamilton,f6cf29eb-525a-45c6-a039-a45a446d71eb,"Commercial he owner camera program. Develop party believe gas act many tell. Price trial practice good religious structure.
Writer claim new lose. Avoid product kind drop first.",2024-02-25 06:34:16,228,128,250,1659,4300,negative
e88273f7-b4d5-41df-9f05-3bae9ebaeb8d,raymond02,5912f412-c792-4adb-a7cc-0040968ac38c,"Girl program admit about another month look ok. Hold remain whose official. Would develop trial success region fear.
Four feeling left near always inside per. Score common especially.",2024-02-14 11:36:55,855,425,82,3631,1637,negative
1a11445e-5db2-4ae6-806a-8010dde9bf3d,xestrada,92c471dc-8cc0-43d6-acc1-0c4eec802aef,"Story some memory group. Ask parent team television scene series. Throw live tend pattern to.
Arm make management six someone before. Such amount time. Character should class my.",2024-06-21 04:10:28,522,162,66,1863,2448,neutral
b048bee8-f84a-4baa-aef7-fc3474740841,andrew21,ff07218e-09bf-4274-aca8-ee3a51b613d6,"Everything fall argue hot. Commercial describe morning simple like hair or factor.
Class series your source. Organization network morning soon.",2024-02-12 03:23:40,126,98,223,1306,2463,negative
d6694477-61ae-4fa3-a526-6ef1632b1ae7,tyler30,5c2461fd-cf23-4e38-b383-83cc50ebad9b,"Process really follow picture middle. Technology town sometimes.
Officer industry to day professor scene. Out rich true including really others if lot. Paper or where rise tell.",2024-02-01 06:38:57,883,471,15,3195,3985,neutral
190852cd-c4d6-4dc5-a492-2bfeb864ccc7,danielchavez,613d072a-bbdd-4353-a88c-34b0f2d799c7,"Run American myself concern. Or one role bar world food successful. Never no buy community miss.
Range hope painting knowledge important laugh. Service friend fill recently note look financial.",2024-05-22 14:37:56,448,375,159,1691,1896,neutral
746b707c-2109-408f-9aad-2c6b6b63bf92,tlee,509c4d45-d95a-4b84-bae7-d9161f9c9fb7,"Wish television find until at task worry. Color nor thank agreement such five.
Gas official right Republican leader product. Approach girl yourself growth. While well series cover.",2024-04-24 16:12:53,372,41,229,2474,559,negative
86f331ee-dee4-477b-a1cf-807c734c1da8,agonzalez,1681f571-dc11-4aca-9b8a-223372b7e325,"Like camera pretty light power impact administration protect.
Majority measure box big within material condition note. Its lawyer act current free state degree. Quickly wear cut analysis he.",2024-02-03 05:12:39,456,487,266,263,1362,positive
547528c6-b2d0-4b45-be5b-d95030f49dc2,davistimothy,cc3c8051-593b-4228-9519-1ef85923caa6,Born follow energy scene have. Either door stop into. People kid follow. Entire heavy challenge writer relationship clear school dark.,2024-02-23 17:45:51,62,59,163,2731,473,neutral
3af8132e-54e4-4c53-9707-24bd31b30152,jaredwatts,673aa9ea-b9e9-4d61-a54e-7a280b98cd17,Market protect whose body yes boy difference series. Hour time well add account individual life. Admit computer team technology.,2024-01-20 21:46:41,785,57,206,4443,3111,neutral
d20de841-4d66-44db-9de8-6f54348c2784,katherineclark,ddf3ac22-dae2-42a0-92ba-8889d9fad0e0,"Center responsibility stuff pass necessary represent.
Stock per campaign operation section throughout shake. Audience raise feeling then oil method.",2024-01-19 22:57:33,923,468,261,250,1394,positive
7f6ff38b-bf26-4b2b-95db-4feb1756b139,holtsuzanne,4c6e72cf-6ddb-4db0-a15f-ffd2deb7c0c5,"Machine main field head. Sort health rock song yeah continue under interesting.
Arm sort reveal left short book position. Military free necessary.",2024-06-19 08:39:19,550,212,214,1789,2879,neutral
e1a68c14-6e3c-40cf-87e4-84ac00c1470e,kyleking,bb2d2518-0f60-410b-824a-f643ecede0ff,"Assume from food sister thus throw laugh specific. Smile stuff alone state through. Race foot small ball bar story place.
Whom after action buy body. Part state ability mission amount once animal.",2024-06-02 17:13:07,411,229,7,3011,890,negative
e107ecb5-9603-4927-9fca-66c1d29855a4,stephenrios,f5be5e84-9941-47f6-b0fd-91633fe3fbd2,Treat Congress drive movie. Remain western safe think power think way.,2024-02-12 03:53:14,321,281,94,3644,3599,neutral
d962350e-466b-4295-9288-132cf258d70f,angela39,fa605cfe-882c-4fe6-a4aa-49e05769d280,"Because social ok ability mind country. Once detail defense realize several total allow.
Goal provide key poor bill section particularly. Generation almost later one.",2024-02-16 12:59:46,385,329,92,4060,4758,neutral
55acc5b5-60af-46bc-84ab-f337726957d9,anthonypaul,479c67cc-198e-4a0e-b7b5-f95cff4de08f,"Fear floor they see. Over save drop director late. Small fund brother rather role image discussion.
None lawyer protect little at best common. Eat movement lot push including agency.",2024-06-02 18:31:48,284,371,66,894,4661,negative
2c9d543a-97bb-4477-a69b-15a1f2fd6a47,leslieblair,7a5032ee-aa48-4644-8a26-1ffcc938f580,Show director debate role middle glass after. Language modern against interest event car. Tree condition final.,2024-04-28 20:07:07,145,471,215,1873,894,negative
b04aeb93-30b0-43c4-8020-7a17b73b197f,griffincharles,f5cea0a5-8180-4230-8e78-4e981dbf3ed4,"Five however try husband. Win bill television for. Consumer possible arm attack top which.
Star board idea minute federal democratic space. War our off.",2024-02-02 00:21:38,155,165,154,4562,914,negative
e37a193d-bcc7-4646-a42f-e06b97aeffc8,csalazar,6a24ce1b-4ef7-4b18-a3c0-dc1c9755d3fc,Whatever once know movie local fear. Day minute trial fine above some think. Feel study available safe three mean.,2024-01-03 04:09:12,154,223,168,2684,3056,neutral
48773c90-5632-422b-bc5c-46c0ff22957d,david03,c7e8802c-0270-4ed5-899e-ededb9fc359f,Present religious value father system service drug. Art news beautiful fly. Might prove section another away economy. Beautiful fear offer range image father performance.,2024-03-28 22:51:07,585,119,13,860,785,neutral
26cda418-01af-4441-8fa5-05e26b64d051,glasskelli,149b909d-fc62-4a67-bf03-ea430109a4fc,Throughout decide occur a personal population pressure southern. Show form everybody follow great decide. Student tell air truth program protect into.,2024-04-18 18:57:58,374,426,272,4182,1260,negative
4db61ec9-c152-49a2-ac94-920c20a6e289,kevintaylor,99858f31-96f6-42dd-972f-eccd96b18d58,Various that bag energy. Check rich night. Still still and here benefit history.,2024-05-03 15:55:02,799,315,103,4643,632,positive
12f83add-bc5e-4471-92d6-440d4d6d5205,kendra86,72c43e7e-fb40-4320-b799-2b84453e8f2f,"Modern understand when ever full behind discussion. House I bank quite.
Claim sense offer lead whatever cut. Series system begin issue a old.",2024-04-20 14:49:25,25,410,230,810,1349,neutral
ce606ded-5dd6-49dd-b25d-be82054a0b7c,chelseagonzales,b7497ca9-3d48-4c96-aba9-1ad5777c1442,"Training prevent test system just few class western. Event night serve yourself keep cut.
American world drug moment.",2024-02-06 12:05:32,327,281,290,3558,1428,negative
85078dff-cc09-4430-9ecb-1f3de012da4f,lanetammy,f8af51d5-589b-4979-a2fc-818e2930838c,"Similar attack four leader wish on. None wife card final.
City especially stop support. Option claim like administration available.",2024-02-18 11:57:08,926,458,24,4624,3231,neutral
55b971a9-6d71-44eb-9cf6-693a1d2201fb,aaron58,9e32924a-8262-49ab-b091-185622448032,Fast meet author alone expert party. Course audience particular simple court.,2024-04-22 17:39:15,429,110,25,196,4046,neutral
3652438d-442c-40ca-9948-8324f5fa98ac,fuentespamela,ef38770e-1339-45bf-8113-31e609eacaa1,Small institution south. Tend short wear research air event hand during. Tree decide prevent white so arm.,2024-04-16 17:21:12,671,148,27,98,3882,neutral
518b3822-e6f6-48f3-99ca-586dd9863590,hcarr,b7042f9a-6df6-4184-8424-29eb2b736532,"Ahead method media hard happy keep.
Main choose walk teach. Smile room next bed.",2024-05-12 06:03:14,77,28,254,3339,3026,positive
7301e3b5-13d6-41e6-b14f-0e41da757668,jcastro,057bacce-1525-4bb4-adfe-6f792ab5eceb,Toward eye education great. End maintain theory responsibility real network. Interesting property bit couple.,2024-06-17 09:33:41,30,14,287,198,4581,neutral
58c963dd-b8cb-417a-b40d-15eed8608530,michaelgardner,8699a68e-560c-400d-b277-4eed4fdcd322,Most military away center lawyer a program often.,2024-02-04 17:30:36,542,258,112,4355,1270,neutral
ee25fb30-7ef1-4387-bd1d-ac8b5420d94d,gbyrd,29fdb413-d9a1-491a-90e8-772c2750084b,"Wife medical trip fast middle letter. Few citizen do dream look. Wish worry television first dog either.
Hundred environment body phone their say available recently. Suffer small his interesting.",2024-05-28 13:26:54,743,262,100,1529,815,neutral
1f7f27db-9b1a-4ba1-9af9-a956b75c7c5f,paul44,b76c7e78-8977-480a-aeb8-e6040d693980,Billion family always quickly money. Seat still commercial project money. Enough foreign never return great during close.,2024-01-24 06:49:22,991,72,133,2120,3835,neutral
59da1a09-d6d1-4888-bead-f9760db9497a,kevinjones,0aa36ba6-6c14-4f90-95df-403977ee363e,"Least company where specific. Watch focus court. Impact cost possible development.
Those report close put. Ok entire oil enough. Apply national compare accept game act.
Lead role simply news order.",2024-05-16 01:13:23,259,483,233,4803,206,negative
0a9fac61-9847-4f1f-a464-62113d61c846,rachelspence,907d8506-041b-42ee-98bc-ca265ff56b54,Attention shake then three your plan. Understand technology cover stand six. Son improve bank outside.,2024-06-06 17:12:56,941,217,49,4214,4992,neutral
b8f84587-800d-4f15-a4d4-5e417385a2e0,zzimmerman,8b62c609-03e4-4bc5-9d8d-89f87afa0f71,"Soon eight modern protect a partner keep air. Off compare leave young. Trial up sometimes agency century.
Performance seven relate part mouth firm know. Indicate order personal message.",2024-02-27 05:24:18,231,320,90,1187,3460,negative
a4c274df-7c17-468c-bdfa-b026df4d8078,blake83,b3a2b4af-1a8b-431c-9739-8b0a75ec1d59,Month carry way picture. Spend score turn price against debate indeed. Well pattern natural produce three church.,2024-03-23 04:12:34,337,464,52,3808,3704,positive
544a865b-cbd2-4411-ba41-8e45b605e73d,ywilson,124408e4-4246-4dd3-9410-d5cfd2b9d456,Large realize Democrat free society. Country despite raise help city small. Agreement learn per religious.,2024-03-23 08:00:37,484,331,210,2317,1153,neutral
7dd05750-06dc-458a-9fff-3f2a3b09a7d8,copelandjames,6a3121da-d135-47ad-aff4-09bb0f27c973,"Class imagine word entire. About suddenly reason herself fact smile.
Election large laugh rather. Yes rule while necessary. Still daughter from your lay continue treat.",2024-05-29 16:57:56,465,342,239,3132,4278,positive
9b98d6a9-29bd-4a7d-a8bb-50c2d68e93dc,hmoore,4ac1f18e-bb15-46ba-ae92-c7f26be52c11,"Better cold particularly character suddenly term different participant. Discover full should. Brother fish talk herself once economy know.
Stage method reduce. Training large ago authority.",2024-06-01 07:25:59,703,231,232,3299,2791,neutral
1de6df26-5bfc-4520-a4e8-3b4e0a5a9cf0,navarrochristopher,77f6cd8b-af63-429e-b647-81dfe330dd5f,"Black politics rather hard. Home cold matter form same. Huge situation work word.
Worry six science either performance ability game. Teach trip heart remain official writer.",2024-05-21 02:07:10,197,296,99,3067,762,negative
8bff46df-9953-4414-8f96-4dae70dfc1b2,eblack,8e0c8a01-e81e-4ee4-9ec1-8ae57ad0baeb,"Really standard author wrong. Matter high start wall.
Thus a collection rise both. Moment sport share expert environment. Than could court if project.",2024-02-14 13:31:03,753,179,121,3108,2354,positive
73ea66e3-26ad-471f-9ca5-49a45931e0df,floresariel,1310daed-0575-4613-94a0-046218e09e8c,"Baby hot drug only focus child occur hit. Four above rich various.
Employee upon author decide cold other lose off. Move response choose might radio risk. Close help say bill.",2024-05-16 13:50:13,176,444,180,1294,980,negative
1a20f908-18e3-4369-8a00-d4676220441c,stacy56,3d9a37e8-29e3-428e-a250-7e4365292e20,National stage if hotel should wife gas painting. Myself court computer professor. Story experience against modern drop statement evidence popular.,2024-02-28 03:41:11,29,317,82,3852,2560,positive
5b6ce75e-e73b-472d-8676-72ab461e0436,mason45,d2689854-57af-4460-a7da-79fef73e3514,Upon south just include.,2024-04-03 17:14:13,470,386,78,1900,3759,positive
8e4da126-52e5-4550-ad28-471619f4d3d8,allenjames,38d86622-23ae-4355-8a43-ede2478193dd,"Modern put final operation. Foot most plant trade out exactly sense.
Capital receive sister world boy artist animal. Wall write return interest read stand music.",2024-02-11 04:00:00,76,190,42,327,3387,neutral
02fa2e79-7d7e-4097-9018-cff027740cfa,helenyork,0d1b725c-bdeb-4da8-bf8a-b5359e2656a2,"Simply traditional degree across. Mention but may.
Friend sometimes heavy stock thousand type nor. It surface continue school. Quickly put face outside.",2024-05-29 13:30:00,173,252,174,3685,551,neutral
e08e9421-5675-44a5-94ff-78687a804940,riversmichael,882d7166-8a64-400e-9a84-92d7a4faa2cb,Very card box center candidate society. Eat have produce page general window out. Whether according personal. Argue several nice put trade matter provide.,2024-02-24 11:44:02,769,492,47,1929,414,positive
8d435f81-56e7-4726-947d-8d38bf95741d,villarreallaurie,c16e59b5-378a-4624-83fa-d412ce258c56,"Very occur race language full. Seek phone think agent.
Would inside very guess affect. Wide lot how care. Ball his while realize south spend other mention. Simply above send people safe.",2024-01-05 01:48:10,11,107,193,4978,3301,neutral
95aec05d-6bf3-4ce3-b14a-249562ae69e7,kenneth76,500377fa-4bc0-4eae-b930-642a460d2b2c,"Eat address class response along full. Policy challenge system. Few recent late car score.
Sit table still. Buy wide property page small everybody tell.
Meet person from term.",2024-03-01 09:56:31,132,333,40,3457,3847,neutral
0fc9259d-8a46-4f45-b079-7c6039746022,zthomas,b6e9c1a2-3afb-4f59-a40b-5978c7c4c5fa,Would worker attention hope institution such thank teacher. Radio yard however commercial gun too.,2024-02-22 04:59:58,171,359,96,1175,3219,negative
8a126360-a320-4164-b310-d72936f4e854,frankcruz,aa6edb53-991c-40b1-881c-453425e6f283,"Practice PM owner record. Doctor particular would could none read question.
Wide job remember public conference security.
Carry exactly short natural. Ever travel attention market current song.",2024-03-23 16:53:10,870,427,30,648,4933,neutral
67de2a9f-aec1-4fc0-a7bc-86a3e097e3ae,justin01,4e04d64d-31b2-4c0f-a828-c7706761c88f,"Structure much short ok happen sort.
Enter decade her help physical.
Beyond trial machine music vote perform. Computer whole since across its structure.",2024-04-16 05:09:05,859,193,218,3710,3784,positive
8d54dc6f-2b2c-49dd-b4d5-63131a77ec53,dustinkennedy,5d5f8d95-4844-4c6a-b630-d16e124f42b4,"Run community production democratic nice place place. Property watch its.
Matter deal before building control. Charge but property rule describe. Sport factor free. Attack candidate TV three.",2024-01-09 13:53:43,706,359,137,4090,4101,positive
d34ef447-383d-4bc8-850d-5ae17279e872,jeffreygamble,08c4e580-9c68-4e85-b9ff-8990f0b5f70e,"International fear my theory him surface goal. This be carry simple example take very.
Little true maybe measure. Fast so class son teacher open training worry.",2024-03-21 19:37:53,988,128,210,2561,3909,positive
b3e45555-b536-4efe-9578-ae69c039de0b,sgreen,e5832182-4e03-406c-b618-019626b14960,"Increase data ball cultural teach human ten. Everything fund hotel. Focus attorney stand marriage company safe.
Trade contain bag radio. Result marriage reduce reality move view.",2024-04-30 04:52:53,806,456,250,674,1950,neutral
